track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability_binary
Flim,Aphex Twin,3JJ4BoL9WVHk4Yye2EGJC7,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",0.71,0.734,C,-14.932,0.052,0.513,0.836,0.0701,0.4,147.98,1
Picture Perfect,Little Simz,1jGbBTbyopFlfh8b4pTcbU,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative r&b', 'escape room', 'trap queen']",0.801,0.684,G,-8.328,0.1,0.18,0.0,0.138,0.66,105.997,1
"Here, There And Everywhere - Remastered 2009",The Beatles,2B4Y9u4ERAFiMo13XPJyGP,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.29,0.247,G,-12.125,0.0383,0.921,0.00565,0.0917,0.36,165.361,0
Weight of Love,The Black Keys,3xMQOd1C3TXsjQ3pmzOmkC,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",0.282,0.547,D,-8.621,0.0322,0.03,0.888,0.104,0.133,151.468,0
Dear April (Side A - Acoustic),Frank Ocean,62ljuuXo0zrcrtJnnOhfxT,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['lgbtq+ hip hop', 'neo soul']",0.444,0.152,G#,-12.87,0.0471,0.953,8.85e-05,0.0966,0.227,115.95,0
Do You Like Me?,Daniel Caesar,6q4yusLwjDYEcF6jXHdt7J,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['canadian contemporary r&b'],0.714,0.407,B,-6.806,0.0422,0.522,0.00618,0.128,0.358,76.978,1
Sing - 2012 Remaster,Blur,5hsT7bcfNJZ4JgxQ75zXRo,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.376,0.657,A,-7.601,0.0331,0.0233,0.799,0.0958,0.506,148.057,0
Show Me How,Men I Trust,01TyFEZu6mHbffsVfxgrFn,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['indie pop', 'pov: indie']",0.791,0.267,F,-11.997,0.0415,0.674,0.534,0.102,0.544,165.99,1
Fin,Supergrass,3E2lAc3pZZr54flmcQ6SGZ,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative rock', 'britpop', 'oxford indie']",0.599,0.489,G,-12.525,0.0316,0.725,0.912,0.109,0.408,124.946,0
Like a Tattoo,Sade,4PEGwWH4tL6H7dGl4uVSPg,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['british soul', 'sophisti-pop']",0.557,0.16,F,-16.302,0.0315,0.922,0.000756,0.0996,0.133,136.01,0
So So,rusowsky,7s9xtALBX5o96TjRB7R078,anaserrogomes,2IFhZRlzC9Piiryuivp69I,No Genre,0.825,0.353,B,-8.859,0.156,0.815,0.0193,0.109,0.18,129.936,1
Fountains (with Tems),Drake,08XWh5c0BMyD1nKVxxl91z,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.843,0.485,A#,-8.735,0.195,0.181,0.0675,0.107,0.689,100.053,1
Nesse Sofá,Bala Desejo,3Gq69DYT025gMDIOymfV2T,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['nova mpb'],0.438,0.275,B,-12.096,0.0381,0.761,0.000381,0.111,0.173,118.555,0
Muito Só,Bala Desejo,3sysFtR3QsJHQ1TudfOq6y,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['nova mpb'],0.538,0.338,G#,-12.286,0.0281,0.788,0.0102,0.108,0.242,107.418,0
Freaking Out the Neighborhood,Mac DeMarco,3HlK8txWAdtKMrbsqX40pl,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['edmonton indie', 'lo-fi indie', 'pov: indie']",0.565,0.832,G#,-5.751,0.108,0.0638,0.0288,0.386,0.847,143.303,0
weird,Lizzy McAlpine,2HCfkGC95wUEkfHrMudUqQ,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alt z', 'boston folk', 'indie pop', 'singer-songwriter pop']",0.469,0.503,G,-13.75,0.0658,0.634,0.000394,0.133,0.287,132.036,0
the perfect pair,beabadoobee,41P6Tnd8KIHqON0QIydx6a,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",0.634,0.663,B,-6.818,0.0331,0.433,0.124,0.102,0.6,146.053,1
all my ghosts,Lizzy McAlpine,46BHP7nFOrGQPLW8mCxzZr,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alt z', 'boston folk', 'indie pop', 'singer-songwriter pop']",0.638,0.293,D#,-11.703,0.0478,0.342,0.000624,0.448,0.488,155.083,1
K.,Cigarettes After Sex,1FWsomP9StpCcXNWmJk8Cl,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",0.454,0.4,D#,-10.261,0.0265,0.139,0.846,0.137,0.327,93.719,0
Amore mio aiutami - Main Theme,Piero Piccioni,29KwH2LEjfWEtiC2jCrLVw,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['classic soundtrack', 'vintage italian soundtrack']",0.109,0.242,A#,-15.267,0.0333,0.963,0.799,0.121,0.0592,88.989,0
Deserve Me (with Summer Walker),Kali Uchis,0vQffWKfl0JyRqtdoZINEM,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['colombian pop'],0.639,0.641,G#,-6.798,0.0344,0.0649,1.58e-05,0.137,0.419,111.017,1
60 Seconds,Doechii,1NNwTBL6vDgSw14UDGWOte,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['alternative r&b'],0.923,0.553,F#,-11.926,0.215,0.515,0.00767,0.0959,0.836,124.187,1
"Bloodflood, Pt. II",alt-J,6Olin6rW7hpx3Qp6CbAxvq,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.6,0.563,F#,-9.484,0.0401,0.713,0.0555,0.068,0.0994,120.013,1
Give Life Back to Music,Daft Punk,0dEIca2nhcxDUV8C5QkPYb,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['electro', 'filter house', 'rock']",0.788,0.616,A,-10.671,0.0337,0.00286,0.549,0.0952,0.696,119.037,1
Cotidiano,Chico Buarque,127twwy3iCo1xBRQHyWetU,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['bossa nova', 'fado', 'mpb', 'tropicalia']",0.477,0.835,G,-5.248,0.0533,0.38,8.3e-06,0.062,0.778,89.855,0
I'm Kissing You,Des'ree,1Xp8MKmfoFDib6dHM6JF53,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['europop', 'new wave pop']",0.224,0.294,A,-14.434,0.0402,0.911,0.0133,0.105,0.0711,82.428,0
Demons (Interlude),Christian Kuria,1Q454sIhWs35HXv6jbDLgJ,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['chill r&b', 'indie r&b']",0.423,0.296,A,-11.963,0.0305,0.936,0.0409,0.0966,0.0815,73.951,0
Tired,beabadoobee,6F5mZpEEjhsAW8UEqbIpz1,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",0.63,0.418,G,-7.111,0.0254,0.483,0.15,0.111,0.345,140.037,1
Hard Candy Christmas,Dolly Parton,0uTVChzibEWKrXojPaJ9y1,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['classic country pop', 'country', 'country dawn']",0.531,0.397,C#,-7.63,0.027,0.583,0.0,0.13,0.235,99.822,0
Doin' it Right (feat. Panda Bear),Daft Punk,1OQP3Wil7orelGkRCFU1cQ,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['electro', 'filter house', 'rock']",0.804,0.451,F#,-8.207,0.0948,0.388,2.08e-05,0.0924,0.19,178.05,1
Take Me Out,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",0.277,0.663,E,-8.821,0.0377,0.000409,0.00051,0.136,0.527,104.561,0
Tudo O Que Você Podia Ser,Milton Nascimento,4YwIblyn5m2XAJ7ljh5d79,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['bossa nova', 'mpb', 'musica popular mineira', 'samba']",0.457,0.482,D,-14.694,0.0286,0.296,0.000669,0.109,0.787,96.138,0
New Balance,Jhené Aiko,0PYmO55JPwEWgtyJbkN6mq,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['r&b'],0.452,0.552,E,-10.28,0.142,0.721,0.0,0.257,0.522,74.305,0
Souk Eye,Gorillaz,4fjzDf54eBNOlW45mNe14U,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative hip hop', 'modern rock', 'rock']",0.64,0.853,D,-7.996,0.031,0.43,0.711,0.156,0.829,124.122,1
Something's Going On,Kokoroko,0eiBn1fZZ95gdFz3wfKjCY,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['british jazz', 'indie soul']",0.471,0.679,C#,-10.89,0.0519,0.0267,0.522,0.136,0.484,89.604,0
Don't Let Me Be Misunderstood,Various Artists,4AQN1seOonV0hmRrK06oY2,anaserrogomes,2IFhZRlzC9Piiryuivp69I,No Genre,0.522,0.511,F,-7.997,0.0477,0.461,0.0,0.102,0.532,86.793,0
Doll,Foo Fighters,2KvhVhBR7MIMZUQNRBiY2k,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.491,0.263,G,-11.793,0.0305,0.52,0.182,0.257,0.195,119.231,0
"Hamlet Suite, Op. 32a: III. Flourish and Dance Music (Allegro - Allegretto)",Dmitri Shostakovich,0utd8QngksTxbJGXqQbrR2,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'compositional ambient', 'russian modern classical']",0.416,0.0166,C,-29.757,0.0416,0.864,0.0246,0.235,0.182,120.558,0
"Hamlet Suite, Op. 32a: I. Introduction and Night Patrol (Allegro non troppo - Moderato. Poco allegretto)",Dmitri Shostakovich,6996IiqlOHBgOQeKlWqyjA,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'compositional ambient', 'russian modern classical']",0.443,0.0194,E,-22.263,0.0472,0.913,0.823,0.127,0.301,116.566,0
"Hamlet Suite, Op. 32a: II. Funeral March (Adagio)",Dmitri Shostakovich,4Rk1cUUUlZvcoHQh438kEH,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'compositional ambient', 'russian modern classical']",0.127,0.195,A#,-15.221,0.0355,0.744,0.938,0.102,0.246,56.399,0
"Piano Concerto No. 1 in B-Flat Minor, Op. 23: Allegro con fuoco",Van Cliburn,0nuFfGEj07z4d5nX3PCepv,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['american classical piano', 'classical piano']",0.4,0.248,A#,-15.41,0.0374,0.98,0.826,0.129,0.428,148.809,0
Masquerade Suite: Waltz,Aram Khachaturian,1WBagB7FdOlxUpYTG9XVik,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['caucasian classical', 'classical', 'early modern classical', 'russian modern classical']",0.279,0.26,C,-18.17,0.0301,0.83,0.964,0.102,0.213,94.227,0
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Frédéric Chopin,2MSgFefjK0T7Iwjvr3OKqV,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'early romantic era', 'polish classical']",0.225,0.0047,C#,-30.928,0.0509,0.992,0.881,0.0722,0.186,163.665,0
"13 Pieces, Op. 76: No. 2 Etude",Jean Sibelius,4StypY6VnE9BqgqQ0ni1tg,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",0.254,0.15,A,-26.242,0.0375,0.983,0.882,0.0997,0.648,71.912,0
"Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse",Pyotr Ilyich Tchaikovsky,1BbQIyPnuhVIlJEqPcY3Ug,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'late romantic era', 'russian romanticism']",0.252,0.0578,C#,-26.184,0.0518,0.953,0.0163,0.0721,0.0391,108.013,0
"13 Pieces, Op. 76: No. 2. Etude",Jean Sibelius,4vFEiNPUaEvfWnHwVRa0Kq,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",0.327,0.23,A,-24.346,0.0437,0.984,0.895,0.0952,0.918,139.677,0
"13 Pieces for Piano, Op. 76: II. Etude",Jean Sibelius,5PTiHxVkp46i4o8o2dFgtF,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",0.421,0.0333,G,-28.34,0.0388,0.971,0.9,0.106,0.482,123.711,0
Prelude To The Afternoon Of A Faun,Various Artists,3xGPS59RhE5dNB3yPcMeL6,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,No Genre,0.0832,0.0282,E,-30.073,0.0462,0.964,0.871,0.0651,0.0317,172.169,0
Waltz Of the Flowers,London Symphony Orchestra,1fvikpeE5fxGHp6c4WQdDX,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['british orchestra', 'classical', 'orchestra']",0.227,0.0701,D,-19.981,0.0362,0.964,0.514,0.0922,0.279,180.453,0
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 4, Dancing Scene. Arrival of Drosselmeyer",Pyotr Ilyich Tchaikovsky,2NodH0sMaxRFSWePxkuutP,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'late romantic era', 'russian romanticism']",0.29,0.0572,E,-27.498,0.0443,0.971,0.705,0.353,0.152,145.487,0
Lullaby Of Birdland,Sarah Vaughan,5z161QQZMgQxSILnv3QoJk,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['jazz', 'torch song', 'vocal jazz']",0.578,0.351,B,-12.432,0.101,0.813,0.0,0.123,0.476,122.712,0
So in Love,Cole Porter,6EI7wAgnFctWESdqs45ypc,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,['tin pan alley'],0.25,0.307,G#,-14.549,0.0374,0.978,0.922,0.136,0.22,115.105,0
"Ruby, My Dear",Thelonious Monk,1BMirA3vwj2NLamWkJsVYq,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'jazz', 'jazz piano', 'jazz trio']",0.461,0.131,A#,-14.808,0.0295,0.959,0.885,0.187,0.109,65.902,0
I Fall In Love Too Easily,Chet Baker,0F845nujLVqCb0XMZCh5Pc,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",0.532,0.0657,C,-19.136,0.0406,0.94,0.00488,0.0946,0.292,128.607,0
I Loves You Porgy,Nina Simone,52Cai6lkYpLRrKLZg5zbOg,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['jazz blues', 'neo soul', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",0.462,0.0492,E,-21.149,0.0671,0.954,1.39e-06,0.109,0.187,61.182,0
One Day I'll Fly Away,Keith Jarrett,6TCEJVBIrm9YysBGEVHFD0,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",0.38,0.0377,B,-22.733,0.0424,0.984,0.935,0.0974,0.114,75.286,0
My Foolish Heart,Bill Evans Trio,6yKkA8HzwWTZ5taIMaG4Nm,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'jazz', 'jazz trio']",0.395,0.121,A,-23.427,0.0327,0.935,0.397,0.697,0.139,114.521,0
Goodbye Pork Pie Hat,Charles Mingus,3PJMsxg6rz9FOo6xNiASXz,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass']",0.356,0.0937,G#,-16.64,0.0353,0.957,0.096,0.209,0.278,86.669,0
Blue And Sentimental,Oscar Peterson,78ntGe4xyecZHg9exQWwK6,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'jazz', 'jazz piano', 'stride', 'vocal jazz']",0.551,0.114,D#,-24.78,0.0451,0.977,0.874,0.141,0.124,70.141,0
There Will Never Be Another You,Lester Young,4b1YTaVFkzDZQWgeFwtQP4,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'jazz', 'jazz saxophone']",0.598,0.0378,C,-17.884,0.0622,0.978,0.728,0.108,0.353,83.683,0
Autumn Leaves,Bill Evans,7JtcCde09fsajDNHmPFrX7,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'vocal jazz']",0.611,0.24,G,-16.534,0.0387,0.951,0.773,0.0815,0.586,102.436,1
Waltz For Debby,Bill Evans,7bMrdOiYdHjz5dplqSxj8r,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'vocal jazz']",0.547,0.132,F,-19.848,0.04,0.994,0.865,0.069,0.191,61.542,0
Autumn In New York,Ella Fitzgerald,0f2489MzoisF9pKduawvce,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",0.425,0.0469,G,-18.612,0.0354,0.955,0.0,0.137,0.154,135.335,0
Cry Me A River,Julie London,7f6AAixCrVar1ZY7RPHDfM,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['torch song', 'vocal jazz']",0.496,0.0688,E,-14.927,0.0545,0.964,0.00229,0.112,0.161,119.898,0
Little White Lies,Ella Fitzgerald,2LyNm94f8adOw3frDUHB5o,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",0.527,0.106,C,-13.343,0.0387,0.861,0.0,0.0929,0.254,101.613,0
You'd Be So Nice To Come Home To,Helen Merrill,5J6264keZ3ksbsHwef1U7G,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,['vocal jazz'],0.659,0.13,C,-17.703,0.0353,0.793,0.00105,0.123,0.471,129.935,1
In The Wee Small Hours Of The Morning - Remastered 1998,Frank Sinatra,0Hsc0sIaxOxXBZbT3ms2oj,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['adult standards', 'easy listening', 'lounge']",0.29,0.0874,C,-16.119,0.0346,0.856,0.000957,0.109,0.0734,114.997,0
Polka Dots And Moonbeams,Wes Montgomery,2M3laSC4qeLl9tWxDEzF4T,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['hard bop', 'jazz', 'jazz guitar']",0.53,0.114,G,-18.069,0.0475,0.991,0.902,0.137,0.369,92.249,0
So Tender,Keith Jarrett,0Dt1B5dNfajRczQKZA87aL,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",0.373,0.302,C#,-20.358,0.0376,0.818,0.835,0.171,0.35,86.925,0
Enjoy the Silence,Depeche Mode,6WK9dVrRABMkUXFLNlgWFh,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']",0.663,0.838,C,-5.744,0.0286,0.2,0.000177,0.0782,0.752,112.788,1
Clover Over Dover - 2012 Remaster,Blur,6jG5Tbe6kPDccZtytSITZE,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.575,0.686,C#,-9.057,0.0282,0.0998,0.000155,0.367,0.937,118.102,0
D is for Dangerous,Arctic Monkeys,5RrHzXKmwVd5BCq4UzyJPd,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.555,0.925,C#,-4.689,0.0362,1.09e-05,0.000161,0.0659,0.77,145.061,0
Dia Mau,Ornatos Violeta,7ybmDcZMQhv8JdPEQoe48i,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,['portuguese rock'],0.599,0.851,D,-4.586,0.0358,0.216,0.0,0.0695,0.656,82.997,0
The Lung,Hiatus Kaiyote,45GTuMUP3lNuZcw7MGKfhx,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative r&b', 'australian r&b', 'indie soul', 'shiver pop']",0.722,0.406,F,-10.967,0.0481,0.306,0.0458,0.111,0.302,112.731,1
For Tomorrow - 2012 Remaster,Blur,3UFAFyRvZ4gFORAoI1pFWQ,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.631,0.84,D,-6.025,0.0285,0.0143,0.0,0.0712,0.653,95.849,1
Country House - 2012 Remaster,Blur,6L4fEE9awoUnSEy1bmQebb,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.331,0.885,A,-6.606,0.0923,0.205,0.0,0.123,0.589,175.293,0
Lonesome Street,Blur,2BSDAVUzzQP7wpvcDybmsP,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.662,0.931,E,-5.093,0.0646,0.186,0.000352,0.0789,0.38,101.013,1
You & Me,Damon Albarn,0jm7k3F3OqF2ele4r8UN3l,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['downtempo', 'solo wave']",0.628,0.338,E,-11.63,0.039,0.574,0.00585,0.355,0.182,130.364,1
Lonely Press Play,Damon Albarn,5lEIBqvpZEGhjMg8rdVKeg,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['downtempo', 'solo wave']",0.759,0.315,G,-13.955,0.0961,0.293,3.88e-05,0.0984,0.547,129.956,1
The History of a Cheating Heart,Damon Albarn,3VGcm8ZgGOWxdzu4fwCoKA,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['downtempo', 'solo wave']",0.505,0.143,G,-18.061,0.0368,0.936,0.0233,0.0956,0.121,104.325,0
This Is a Low - 2012 Remaster,Blur,1Ce0LuCifEoGTnf9MbXQbo,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.271,0.5,A,-8.661,0.0325,0.211,0.00156,0.111,0.32,170.06,0
Stop Crying Your Heart Out,Oasis,0SlpFHdk4UHBDzCEoXzy14,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",0.331,0.558,D,-5.506,0.031,0.0689,1.96e-06,0.124,0.0985,150.19,0
Narcissistic Teen Makes First XI,Peter Doherty,0FIixt4BzvpecLyciPuhw1,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['british alternative rock', 'solo wave']",0.643,0.548,E,-8.866,0.0311,0.151,0.00211,0.119,0.588,99.462,1
Texas Sun,Khruangbin,24ntSW3QVJzR79lHAAOTaY,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['indie soul', 'neo-psychedelic']",0.636,0.634,G,-10.01,0.0342,0.0364,0.147,0.0998,0.599,111.563,1
Instant Crush (feat. Julian Casablancas),Daft Punk,2cGxRwrMyEAp8dEbuZaVv6,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['electro', 'filter house', 'rock']",0.775,0.585,A#,-9.516,0.0271,0.0422,0.619,0.077,0.518,109.942,1
Doorman,slowthai,6bTAz3pg5ywBeZHCQoleJB,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['uk alternative hip hop', 'uk hip hop']",0.673,0.892,A#,-7.175,0.242,0.19,0.0,0.228,0.293,87.5,1
MENTHOL*,Jean Dawson,2nMTBUdxkdCZWo7n3upy1e,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['indie hip hop', 'modern indie pop']",0.747,0.848,A,-4.081,0.103,0.629,0.0102,0.633,0.7,128.946,1
Die Hard,Kendrick Lamar,2g6tReTlM2Akp41g0HaeXN,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.775,0.736,C#,-8.072,0.247,0.319,0.00116,0.127,0.362,100.988,1
Mirror,Kendrick Lamar,5xoYormSTltk6F9SlQV6mm,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.652,0.67,D,-8.766,0.0639,0.225,1.4e-05,0.0804,0.274,91.933,1
Saturday Come Slow,Massive Attack,4MeckCCA1IaxipPl3y1agG,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['downtempo', 'electronica', 'trip hop']",0.646,0.433,F#,-11.97,0.0351,0.0318,0.667,0.114,0.234,146.113,1
Mind Games - Remastered 2010,John Lennon,3QmUhaY5KZiOuaUH8H71LG,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['classic rock', 'rock']",0.409,0.833,E,-9.994,0.0397,0.292,0.158,0.161,0.428,132.233,0
Ambulance,Blur,0DICm5ML6Kee7kAiwFGjbd,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.512,0.537,A#,-6.961,0.042,0.00953,0.622,0.0697,0.332,183.905,0
Something About Us,Daft Punk,1NeLwFETswx8Fzxl2AFl91,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['electro', 'filter house', 'rock']",0.875,0.475,A,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,1
Kerosene!,Yves Tumor,2OoKzfr7RB5o9cxHArUoIS,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['art pop', 'escape room', 'experimental pop', 'experimental r&b', 'hypnagogic pop']",0.506,0.746,G,-7.385,0.0307,0.00183,0.0,0.109,0.299,130.997,0
Little by Little,The Marías,3EzlgdxyFvjeAGzR5WxHB8,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['bedroom pop', 'la indie']",0.837,0.356,A,-8.771,0.119,0.815,0.00206,0.0792,0.618,133.025,1
The Heart Speaks (Antes E Depois),Ivan Lins,4yUZufuzpvYysMDheYOIkq,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['bossa nova', 'mpb', 'samba', 'velha guarda']",0.408,0.309,C#,-9.722,0.0296,0.883,0.00166,0.0976,0.099,77.967,0
Mr. Lucky,Henry Mancini,1eY4grcsDkUlWd8v3Bjy9o,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['adult standards', 'classic soundtrack', 'easy listening']",0.37,0.336,D#,-14.649,0.0333,0.912,0.868,0.118,0.31,121.665,0
