track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,duration_ms,popularity_binary
Picture Perfect,Little Simz,1jGbBTbyopFlfh8b4pTcbU,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative r&b', 'escape room', 'trap queen']",0.801,0.684,G,-8.328,0.1,0.18,0.0,0.138,0.66,105.997,44,183197,0
"Here, There And Everywhere - Remastered 2009",The Beatles,2B4Y9u4ERAFiMo13XPJyGP,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.29,0.247,G,-12.125,0.0383,0.921,0.00565,0.0917,0.36,165.361,69,144880,1
Weight of Love,The Black Keys,3xMQOd1C3TXsjQ3pmzOmkC,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",0.282,0.547,D,-8.621,0.0322,0.03,0.888,0.104,0.133,151.468,61,410186,1
Dear April (Side A - Acoustic),Frank Ocean,62ljuuXo0zrcrtJnnOhfxT,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['lgbtq+ hip hop', 'neo soul']",0.444,0.152,G#,-12.87,0.0471,0.953,8.85e-05,0.0966,0.227,115.95,64,231040,1
Do You Like Me?,Daniel Caesar,6q4yusLwjDYEcF6jXHdt7J,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['canadian contemporary r&b'],0.714,0.407,B,-6.806,0.0422,0.522,0.00618,0.128,0.358,76.978,66,227663,1
Show Me How,Men I Trust,01TyFEZu6mHbffsVfxgrFn,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['indie pop', 'pov: indie']",0.791,0.267,F,-11.997,0.0415,0.674,0.534,0.102,0.544,165.99,72,215110,1
Fin,Supergrass,3E2lAc3pZZr54flmcQ6SGZ,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative rock', 'britpop', 'oxford indie']",0.599,0.489,G,-12.525,0.0316,0.725,0.912,0.109,0.408,124.946,12,191186,0
Like a Tattoo,Sade,4PEGwWH4tL6H7dGl4uVSPg,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['british soul', 'sophisti-pop']",0.557,0.16,F,-16.302,0.0315,0.922,0.000756,0.0996,0.133,136.01,77,218000,1
So So,rusowsky,7s9xtALBX5o96TjRB7R078,anaserrogomes,2IFhZRlzC9Piiryuivp69I,No Genre,0.825,0.353,B,-8.859,0.156,0.815,0.0193,0.109,0.18,129.936,59,125557,1
Fountains (with Tems),Drake,08XWh5c0BMyD1nKVxxl91z,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.843,0.485,A#,-8.735,0.195,0.181,0.0675,0.107,0.689,100.053,73,192417,1
Nesse Sofá,Bala Desejo,3Gq69DYT025gMDIOymfV2T,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['nova mpb'],0.438,0.275,B,-12.096,0.0381,0.761,0.000381,0.111,0.173,118.555,33,317255,0
Muito Só,Bala Desejo,3sysFtR3QsJHQ1TudfOq6y,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['nova mpb'],0.538,0.338,G#,-12.286,0.0281,0.788,0.0102,0.108,0.242,107.418,30,326993,0
weird,Lizzy McAlpine,2HCfkGC95wUEkfHrMudUqQ,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alt z', 'boston folk', 'indie pop', 'singer-songwriter pop']",0.469,0.503,G,-13.75,0.0658,0.634,0.000394,0.133,0.287,132.036,49,209299,1
the perfect pair,beabadoobee,41P6Tnd8KIHqON0QIydx6a,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",0.634,0.663,B,-6.818,0.0331,0.433,0.124,0.102,0.6,146.053,81,177533,1
all my ghosts,Lizzy McAlpine,46BHP7nFOrGQPLW8mCxzZr,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alt z', 'boston folk', 'indie pop', 'singer-songwriter pop']",0.638,0.293,D#,-11.703,0.0478,0.342,0.000624,0.448,0.488,155.083,63,197032,1
K.,Cigarettes After Sex,1FWsomP9StpCcXNWmJk8Cl,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",0.454,0.4,D#,-10.261,0.0265,0.139,0.846,0.137,0.327,93.719,87,320030,1
Amore mio aiutami - Main Theme,Piero Piccioni,29KwH2LEjfWEtiC2jCrLVw,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['classic soundtrack', 'vintage italian soundtrack']",0.109,0.242,A#,-15.267,0.0333,0.963,0.799,0.121,0.0592,88.989,63,234026,1
Deserve Me (with Summer Walker),Kali Uchis,0vQffWKfl0JyRqtdoZINEM,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['colombian pop'],0.639,0.641,G#,-6.798,0.0344,0.0649,1.58e-05,0.137,0.419,111.017,63,265888,1
60 Seconds,Doechii,1NNwTBL6vDgSw14UDGWOte,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['alternative r&b'],0.923,0.553,F#,-11.926,0.215,0.515,0.00767,0.0959,0.836,124.187,54,58801,1
"Bloodflood, Pt. II",alt-J,6Olin6rW7hpx3Qp6CbAxvq,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.6,0.563,F#,-9.484,0.0401,0.713,0.0555,0.068,0.0994,120.013,15,319497,0
Give Life Back to Music,Daft Punk,0dEIca2nhcxDUV8C5QkPYb,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['electro', 'filter house', 'rock']",0.788,0.616,A,-10.671,0.0337,0.00286,0.549,0.0952,0.696,119.037,65,275386,1
Cotidiano,Chico Buarque,127twwy3iCo1xBRQHyWetU,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['bossa nova', 'fado', 'mpb', 'tropicalia']",0.477,0.835,G,-5.248,0.0533,0.38,8.3e-06,0.062,0.778,89.855,62,168373,1
I'm Kissing You,Des'ree,1Xp8MKmfoFDib6dHM6JF53,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['europop', 'new wave pop']",0.224,0.294,A,-14.434,0.0402,0.911,0.0133,0.105,0.0711,82.428,59,293573,1
Demons (Interlude),Christian Kuria,1Q454sIhWs35HXv6jbDLgJ,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['chill r&b', 'indie r&b']",0.423,0.296,A,-11.963,0.0305,0.936,0.0409,0.0966,0.0815,73.951,54,90000,1
Tired,beabadoobee,6F5mZpEEjhsAW8UEqbIpz1,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",0.63,0.418,G,-7.111,0.0254,0.483,0.15,0.111,0.345,140.037,75,199514,1
Hard Candy Christmas,Dolly Parton,0uTVChzibEWKrXojPaJ9y1,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['classic country pop', 'country', 'country dawn']",0.531,0.397,C#,-7.63,0.027,0.583,0.0,0.13,0.235,99.822,64,217680,1
Doin' it Right (feat. Panda Bear),Daft Punk,1OQP3Wil7orelGkRCFU1cQ,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['electro', 'filter house', 'rock']",0.804,0.451,F#,-8.207,0.0948,0.388,2.08e-05,0.0924,0.19,178.05,46,251293,1
Tudo O Que Você Podia Ser,Milton Nascimento,4YwIblyn5m2XAJ7ljh5d79,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['bossa nova', 'mpb', 'musica popular mineira', 'samba']",0.457,0.482,D,-14.694,0.0286,0.296,0.000669,0.109,0.787,96.138,57,177000,1
New Balance,Jhené Aiko,0PYmO55JPwEWgtyJbkN6mq,anaserrogomes,2IFhZRlzC9Piiryuivp69I,['r&b'],0.452,0.552,E,-10.28,0.142,0.721,0.0,0.257,0.522,74.305,56,279453,1
Souk Eye,Gorillaz,4fjzDf54eBNOlW45mNe14U,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative hip hop', 'modern rock', 'rock']",0.64,0.853,D,-7.996,0.031,0.43,0.711,0.156,0.829,124.122,61,274760,1
Something's Going On,Kokoroko,0eiBn1fZZ95gdFz3wfKjCY,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['british jazz', 'indie soul']",0.471,0.679,C#,-10.89,0.0519,0.0267,0.522,0.136,0.484,89.604,39,312093,0
Don't Let Me Be Misunderstood,Various Artists,4AQN1seOonV0hmRrK06oY2,anaserrogomes,2IFhZRlzC9Piiryuivp69I,No Genre,0.522,0.511,F,-7.997,0.0477,0.461,0.0,0.102,0.532,86.793,20,257093,0
Doll,Foo Fighters,2KvhVhBR7MIMZUQNRBiY2k,anaserrogomes,2IFhZRlzC9Piiryuivp69I,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.491,0.263,G,-11.793,0.0305,0.52,0.182,0.257,0.195,119.231,65,83800,1
"Hamlet Suite, Op. 32a: III. Flourish and Dance Music (Allegro - Allegretto)",Dmitri Shostakovich,0utd8QngksTxbJGXqQbrR2,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'compositional ambient', 'russian modern classical']",0.416,0.0166,C,-29.757,0.0416,0.864,0.0246,0.235,0.182,120.558,1,140373,0
"Hamlet Suite, Op. 32a: I. Introduction and Night Patrol (Allegro non troppo - Moderato. Poco allegretto)",Dmitri Shostakovich,6996IiqlOHBgOQeKlWqyjA,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'compositional ambient', 'russian modern classical']",0.443,0.0194,E,-22.263,0.0472,0.913,0.823,0.127,0.301,116.566,1,150000,0
"Hamlet Suite, Op. 32a: II. Funeral March (Adagio)",Dmitri Shostakovich,4Rk1cUUUlZvcoHQh438kEH,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'compositional ambient', 'russian modern classical']",0.127,0.195,A#,-15.221,0.0355,0.744,0.938,0.102,0.246,56.399,2,106733,0
"Piano Concerto No. 1 in B-Flat Minor, Op. 23: Allegro con fuoco",Van Cliburn,0nuFfGEj07z4d5nX3PCepv,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['american classical piano', 'classical piano']",0.4,0.248,A#,-15.41,0.0374,0.98,0.826,0.129,0.428,148.809,20,407373,0
Masquerade Suite: Waltz,Aram Khachaturian,1WBagB7FdOlxUpYTG9XVik,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['caucasian classical', 'classical', 'early modern classical', 'russian modern classical']",0.279,0.26,C,-18.17,0.0301,0.83,0.964,0.102,0.213,94.227,51,259066,1
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Frédéric Chopin,2MSgFefjK0T7Iwjvr3OKqV,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'early romantic era', 'polish classical']",0.225,0.0047,C#,-30.928,0.0509,0.992,0.881,0.0722,0.186,163.665,70,259493,1
"13 Pieces, Op. 76: No. 2 Etude",Jean Sibelius,4StypY6VnE9BqgqQ0ni1tg,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",0.254,0.15,A,-26.242,0.0375,0.983,0.882,0.0997,0.648,71.912,65,71773,1
"Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse",Pyotr Ilyich Tchaikovsky,1BbQIyPnuhVIlJEqPcY3Ug,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'late romantic era', 'russian romanticism']",0.252,0.0578,C#,-26.184,0.0518,0.953,0.0163,0.0721,0.0391,108.013,62,141706,1
"13 Pieces, Op. 76: No. 2. Etude",Jean Sibelius,4vFEiNPUaEvfWnHwVRa0Kq,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",0.327,0.23,A,-24.346,0.0437,0.984,0.895,0.0952,0.918,139.677,60,72106,1
"13 Pieces for Piano, Op. 76: II. Etude",Jean Sibelius,5PTiHxVkp46i4o8o2dFgtF,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",0.421,0.0333,G,-28.34,0.0388,0.971,0.9,0.106,0.482,123.711,50,168786,1
Prelude To The Afternoon Of A Faun,Various Artists,3xGPS59RhE5dNB3yPcMeL6,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,No Genre,0.0832,0.0282,E,-30.073,0.0462,0.964,0.871,0.0651,0.0317,172.169,36,600080,0
Waltz Of the Flowers,London Symphony Orchestra,1fvikpeE5fxGHp6c4WQdDX,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['british orchestra', 'classical', 'orchestra']",0.227,0.0701,D,-19.981,0.0362,0.964,0.514,0.0922,0.279,180.453,43,211773,0
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 4, Dancing Scene. Arrival of Drosselmeyer",Pyotr Ilyich Tchaikovsky,2NodH0sMaxRFSWePxkuutP,anaserrogomes,4m2vDxeW4VkLmsiEmbqTH9,"['classical', 'late romantic era', 'russian romanticism']",0.29,0.0572,E,-27.498,0.0443,0.971,0.705,0.353,0.152,145.487,56,327973,1
Lullaby Of Birdland,Sarah Vaughan,5z161QQZMgQxSILnv3QoJk,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['jazz', 'torch song', 'vocal jazz']",0.578,0.351,B,-12.432,0.101,0.813,0.0,0.123,0.476,122.712,56,240866,1
So in Love,Cole Porter,6EI7wAgnFctWESdqs45ypc,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,['tin pan alley'],0.25,0.307,G#,-14.549,0.0374,0.978,0.922,0.136,0.22,115.105,29,169626,0
"Ruby, My Dear",Thelonious Monk,1BMirA3vwj2NLamWkJsVYq,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'jazz', 'jazz piano', 'jazz trio']",0.461,0.131,A#,-14.808,0.0295,0.959,0.885,0.187,0.109,65.902,49,381520,1
I Fall In Love Too Easily,Chet Baker,0F845nujLVqCb0XMZCh5Pc,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",0.532,0.0657,C,-19.136,0.0406,0.94,0.00488,0.0946,0.292,128.607,70,201440,1
I Loves You Porgy,Nina Simone,52Cai6lkYpLRrKLZg5zbOg,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['jazz blues', 'neo soul', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",0.462,0.0492,E,-21.149,0.0671,0.954,1.39e-06,0.109,0.187,61.182,31,249781,0
One Day I'll Fly Away,Keith Jarrett,6TCEJVBIrm9YysBGEVHFD0,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",0.38,0.0377,B,-22.733,0.0424,0.984,0.935,0.0974,0.114,75.286,45,255226,1
My Foolish Heart,Bill Evans Trio,6yKkA8HzwWTZ5taIMaG4Nm,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'jazz', 'jazz trio']",0.395,0.121,A,-23.427,0.0327,0.935,0.397,0.697,0.139,114.521,59,297320,1
Goodbye Pork Pie Hat,Charles Mingus,3PJMsxg6rz9FOo6xNiASXz,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass']",0.356,0.0937,G#,-16.64,0.0353,0.957,0.096,0.209,0.278,86.669,57,342373,1
Blue And Sentimental,Oscar Peterson,78ntGe4xyecZHg9exQWwK6,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'jazz', 'jazz piano', 'stride', 'vocal jazz']",0.551,0.114,D#,-24.78,0.0451,0.977,0.874,0.141,0.124,70.141,62,146093,1
There Will Never Be Another You,Lester Young,4b1YTaVFkzDZQWgeFwtQP4,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'jazz', 'jazz saxophone']",0.598,0.0378,C,-17.884,0.0622,0.978,0.728,0.108,0.353,83.683,24,208280,0
Autumn Leaves,Bill Evans,7JtcCde09fsajDNHmPFrX7,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'vocal jazz']",0.611,0.24,G,-16.534,0.0387,0.951,0.773,0.0815,0.586,102.436,49,360546,1
Waltz For Debby,Bill Evans,7bMrdOiYdHjz5dplqSxj8r,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz piano', 'vocal jazz']",0.547,0.132,F,-19.848,0.04,0.994,0.865,0.069,0.191,61.542,59,78333,1
Autumn In New York,Ella Fitzgerald,0f2489MzoisF9pKduawvce,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",0.425,0.0469,G,-18.612,0.0354,0.955,0.0,0.137,0.154,135.335,61,356626,1
Cry Me A River,Julie London,7f6AAixCrVar1ZY7RPHDfM,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['torch song', 'vocal jazz']",0.496,0.0688,E,-14.927,0.0545,0.964,0.00229,0.112,0.161,119.898,62,178573,1
Little White Lies,Ella Fitzgerald,2LyNm94f8adOw3frDUHB5o,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",0.527,0.106,C,-13.343,0.0387,0.861,0.0,0.0929,0.254,101.613,45,154106,1
You'd Be So Nice To Come Home To,Helen Merrill,5J6264keZ3ksbsHwef1U7G,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,['vocal jazz'],0.659,0.13,C,-17.703,0.0353,0.793,0.00105,0.123,0.471,129.935,46,259959,1
In The Wee Small Hours Of The Morning - Remastered 1998,Frank Sinatra,0Hsc0sIaxOxXBZbT3ms2oj,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['adult standards', 'easy listening', 'lounge']",0.29,0.0874,C,-16.119,0.0346,0.856,0.000957,0.109,0.0734,114.997,58,180933,1
Polka Dots And Moonbeams,Wes Montgomery,2M3laSC4qeLl9tWxDEzF4T,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['hard bop', 'jazz', 'jazz guitar']",0.53,0.114,G,-18.069,0.0475,0.991,0.902,0.137,0.369,92.249,50,282200,1
So Tender,Keith Jarrett,0Dt1B5dNfajRczQKZA87aL,anaserrogomes,4Ct0LKWfIpmcMIH9RRLURf,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",0.373,0.302,C#,-20.358,0.0376,0.818,0.835,0.171,0.35,86.925,55,435266,1
Clover Over Dover - 2012 Remaster,Blur,6jG5Tbe6kPDccZtytSITZE,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.575,0.686,C#,-9.057,0.0282,0.0998,0.000155,0.367,0.937,118.102,39,202253,0
D is for Dangerous,Arctic Monkeys,5RrHzXKmwVd5BCq4UzyJPd,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.555,0.925,C#,-4.689,0.0362,1.09e-05,0.000161,0.0659,0.77,145.061,63,138106,1
The Lung,Hiatus Kaiyote,45GTuMUP3lNuZcw7MGKfhx,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative r&b', 'australian r&b', 'indie soul', 'shiver pop']",0.722,0.406,F,-10.967,0.0481,0.306,0.0458,0.111,0.302,112.731,48,293986,1
For Tomorrow - 2012 Remaster,Blur,3UFAFyRvZ4gFORAoI1pFWQ,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.631,0.84,D,-6.025,0.0285,0.0143,0.0,0.0712,0.653,95.849,44,261240,0
Narcissistic Teen Makes First XI,Peter Doherty,0FIixt4BzvpecLyciPuhw1,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['british alternative rock', 'solo wave']",0.643,0.548,E,-8.866,0.0311,0.151,0.00211,0.119,0.588,99.462,30,172613,0
Texas Sun,Khruangbin,24ntSW3QVJzR79lHAAOTaY,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['indie soul', 'neo-psychedelic']",0.636,0.634,G,-10.01,0.0342,0.0364,0.147,0.0998,0.599,111.563,77,252811,1
MENTHOL*,Jean Dawson,2nMTBUdxkdCZWo7n3upy1e,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['indie hip hop', 'modern indie pop']",0.747,0.848,A,-4.081,0.103,0.629,0.0102,0.633,0.7,128.946,57,187106,1
Die Hard,Kendrick Lamar,2g6tReTlM2Akp41g0HaeXN,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.775,0.736,C#,-8.072,0.247,0.319,0.00116,0.127,0.362,100.988,78,239026,1
Mirror,Kendrick Lamar,5xoYormSTltk6F9SlQV6mm,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.652,0.67,D,-8.766,0.0639,0.225,1.4e-05,0.0804,0.274,91.933,67,256006,1
Mind Games - Remastered 2010,John Lennon,3QmUhaY5KZiOuaUH8H71LG,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['classic rock', 'rock']",0.409,0.833,E,-9.994,0.0397,0.292,0.158,0.161,0.428,132.233,59,253266,1
Ambulance,Blur,0DICm5ML6Kee7kAiwFGjbd,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.512,0.537,A#,-6.961,0.042,0.00953,0.622,0.0697,0.332,183.905,31,308880,0
Something About Us,Daft Punk,1NeLwFETswx8Fzxl2AFl91,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['electro', 'filter house', 'rock']",0.875,0.475,A,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,72,232666,1
Little by Little,The Marías,3EzlgdxyFvjeAGzR5WxHB8,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['bedroom pop', 'la indie']",0.837,0.356,A,-8.771,0.119,0.815,0.00206,0.0792,0.618,133.025,60,178493,1
The Heart Speaks (Antes E Depois),Ivan Lins,4yUZufuzpvYysMDheYOIkq,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['bossa nova', 'mpb', 'samba', 'velha guarda']",0.408,0.309,C#,-9.722,0.0296,0.883,0.00166,0.0976,0.099,77.967,28,295745,0
Mr. Lucky,Henry Mancini,1eY4grcsDkUlWd8v3Bjy9o,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['adult standards', 'classic soundtrack', 'easy listening']",0.37,0.336,D#,-14.649,0.0333,0.912,0.868,0.118,0.31,121.665,30,133306,0
When I'm With You,Sparks,7cdbmTjUrOsJViLFddO0xz,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['glam rock', 'synthpop', 'zolo']",0.719,0.727,C,-9.828,0.0286,0.142,0.0025,0.101,0.931,119.495,38,348733,0
Subways,The Avalanches,3c85u56rI5mW0G1miKQU2Q,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']",0.487,0.868,G#,-7.234,0.0778,0.174,0.0243,0.65,0.547,111.788,36,190906,0
The Rip,Portishead,5KX2DSPC6aCA0pdDidTmBC,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'art pop', 'dark pop', 'electronica', 'laboratorio', 'trip hop']",0.471,0.484,A,-9.414,0.0317,0.925,0.499,0.0987,0.236,74.982,60,270946,1
The Other Woman,Lana Del Rey,1KuVEZR4xuQVNr1KkanAV4,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['art pop', 'pop']",0.255,0.468,G,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,79,181960,1
Unfinished Sympathy - 2012 Mix/Master,Massive Attack,0j5FJJOmmnXPd0XajFWkMF,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['downtempo', 'electronica', 'trip hop']",0.592,0.835,G,-8.475,0.032,0.0393,0.209,0.665,0.703,114.436,67,308426,1
Harness Your Hopes - B-side,Pavement,4vsoWZcvtvSsE0OiVvDDvX,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze']",0.604,0.573,D,-7.804,0.037,0.289,0.0406,0.133,0.581,107.862,73,206946,1
Aerodynamic,Daft Punk,3H3cOQ6LBLSvmcaV7QkZEu,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['electro', 'filter house', 'rock']",0.624,0.911,G,-7.482,0.0524,0.329,0.861,0.0727,0.135,122.902,64,212546,1
Better Day,Ocean Colour Scene,0k7AYarupFQ2RHN1niWSAD,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['britpop', 'madchester', 'mod revival']",0.492,0.567,A#,-5.984,0.0239,0.0378,0.0,0.173,0.328,79.376,41,225066,0
Behind Blue Eyes,The Who,0cKk8BKEi7zXbdrYdyqBP5,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",0.394,0.622,E,-8.258,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,73,221426,1
"Piano Concerto No. 2 in F Major, Op. 102: II. Andante",Dmitri Shostakovich,7faWy3kAy0GkTqAzkUBhCf,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['classical', 'compositional ambient', 'russian modern classical']",0.155,0.00395,C,-39.307,0.0413,0.985,0.875,0.0678,0.0478,176.976,52,362520,1
Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],Daft Punk,4r4fX4NZIqVIhGyDvERp0l,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['electro', 'filter house', 'rock']",0.636,0.635,C#,-10.532,0.0534,0.11,0.643,0.61,0.192,110.031,63,239213,1
Space Oddity - 2015 Remaster,David Bowie,72Z17vmmeQKAg8bptWvpVG,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",0.31,0.403,C,-13.664,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,74,318026,1
"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,5OkYfk72CNL8XLqa3gp9q7,anaserrogomes,0wx8WrO9OuA4FuepMLb0Ja,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'underground hip hop']",0.406,0.524,F,-11.071,0.255,0.469,3.95e-06,0.117,0.412,56.046,64,282560,1
